"OP_UNIQUE_CARRIER","TAIL_NUM"
"B6","N948JB"
"B6","N535JB"
"B6","N947JB"
"B6","N265JB"
"B6","N949JB"
"B6","N652JB"
"B6","N579JB"
"B6","N775JB"
"B6","N937JB"
"B6","N633JB"
"B6","N529JB"
"B6","N967JB"
"B6","N969JB"
"B6","N536JB"
"B6","N598JB"
"B6","N807JB"
"B6","N959JB"
"B6","N612JB"
"B6","N968JB"
"B6","N944JB"
"B6","N517JB"
"B6","N570JB"
"B6","N558JB"
"B6","N569JB"
"B6","N547JB"
"B6","N632JB"
"B6","N618JB"
"B6","N806JB"
"B6","N183JB"
"B6","N978JB"
"B6","N597JB"
"B6","N309JB"
"B6","N629JB"
"B6","N979JB"
"B6","N273JB"
"DL","N722TW"
"DL","N705TW"
"DL","N3734B"
"DL","N996AT"
"DL","N703TW"
"DL","N3740C"
"DL","N810DN"
"DL","N154DL"
"DL","N821NW"
"DL","N379DA"
"DL","N953DL"
"DL","N301NB"
"DL","N991DL"
"DL","N624AG"
"DL","N727TW"
"DL","N197DN"
"DL","N317NB"
"DL","N709TW"
"DL","N3733Z"
"DL","N394DL"
"DL","N321US"
"DL","N3753"
"DL","N348NB"
"DL","N353NB"
"DL","N6713Y"
"DL","N704X"
"DL","N373DA"
"DL","N180DN"
"DL","N840MH"
"DL","N338NB"
"DL","N702TW"
"DL","N153DL"
"DL","N833MH"
"DL","N713TW"
"DL","N3745B"
"DL","N6711M"
"DL","N966AT"
"DL","N707TW"
"DL","N392DA"
"DL","N809DN"
"DL","N328NB"
"DL","N905DE"
"DL","N992AT"
"DL","N936DL"
"DL","N658DL"
"DL","N608AT"
"DL","N911DL"
"DL","N310DE"
"DL","N914DE"
"DL","N974AT"
"DL","N360NB"
"DL","N929DN"
"DL","N949AT"
"DL","N851DN"
"DL","N319NB"
"DL","N945AT"
"DL","N832DN"
"DL","N672DL"
"DL","N312US"
"DL","N910DN"
"DL","N948AT"
"DL","N303DQ"
"DL","N931DL"
"DL","N928DN"
"DL","N690DL"
"DL","N723TW"
"DL","N960AT"
"DL","N321NB"
"DL","N337NW"
"DL","N866DN"
"DL","N684DA"
"DL","N344NW"
"DL","N311DN"
"DL","N366NW"
"DL","N366NB"
"DL","N659DL"
"DL","N959DN"
"DL","N345NW"
"DL","N968DL"
"DL","N967AT"
"DL","N895AT"
"DL","N989AT"
"DL","N970AT"
"DL","N997DL"
"DL","N801DZ"
"DL","N958AT"
"DL","N717JL"
"DL","N364NB"
"DL","N814DN"
"DL","N346NB"
"DL","N993AT"
"DL","N370NB"
"DL","N3756"
"DL","N368NW"
"DL","N920AT"
"DL","N538US"
"DL","N3761R"
"DL","N554NW"
"DL","N844DN"
"DL","N607AT"
"DL","N904DL"
"DL","N682DA"
"DL","N909DE"
"DL","N977AT"
"DL","N948DN"
"DL","N954AT"
"DL","N936DN"
"DL","N3747D"
"DL","N913DN"
"DL","N892AT"
"DL","N383DN"
"DL","N335NB"
"DL","N396DA"
"DL","N937DL"
"DL","N359NB"
"DL","N359NW"
"DL","N582NW"
"DL","N390DA"
"DL","N955AT"
"DL","N3760C"
"DL","N914DN"
"DL","N979DL"
"DL","N670DN"
"DL","N989DN"
"DL","N354NB"
"DL","N718TW"
"DL","N910AT"
"DL","N320NB"
"DL","N342NB"
"DL","N1501P"
"DL","N965DN"
"DL","N696DL"
"DL","N990DL"
"DL","N834DN"
"DL","N956DL"
"DL","N961DN"
"DL","N850DN"
"DL","N357NW"
"DL","N912DL"
"DL","N955DL"
"DL","N910DE"
"DL","N833DN"
"DL","N975AT"
"DL","N330NB"
"DL","N980AT"
"DL","N900DE"
"DL","N972DL"
"DL","N919AT"
"DL","N362NW"
"DL","N982AT"
"DL","N314NB"
"DL","N317DN"
"DL","N974DL"
"DL","N339NW"
"DL","N942DL"
"DL","N972AT"
"DL","N318US"
"DL","N388DA"
"DL","N947DL"
"DL","N361NB"
"DL","N334NB"
"DL","N988AT"
"DL","N668DN"
"DL","N948DL"
"DL","N938DL"
"DL","N6716C"
"DL","N3732J"
"DL","N918DH"
"DL","N961AT"
"DL","N313DN"
"DL","N943DL"
"DL","N3746H"
"DL","N316US"
"DL","N977DL"
"DL","N6704Z"
"DL","N858DZ"
"DL","N941DN"
"DL","N555NW"
"DL","N546US"
"DL","N802NW"
"DL","N829NW"
"DL","N909DA"
"DL","N917DE"
"DL","N902DE"
"DL","N3731T"
"DL","N6710E"
"DL","N394DA"
"DL","N362NB"
"DL","N593NW"
"DL","N856DN"
"DL","N869DN"
"DL","N3744F"
"DL","N331NW"
"DL","N323NB"
"DL","N387DA"
"DL","N933AT"
"DL","N382DA"
"DL","N371NW"
"DL","N365NW"
"DL","N817DN"
"DL","N373NW"
"DL","N361NW"
"DL","N820DX"
"DL","N952AT"
"DL","N3743H"
"DL","N944DL"
"DL","N950AT"
"DL","N343NW"
"DL","N824DN"
"DL","N308DN"
"DL","N904DA"
"DL","N377NW"
"DL","N837DN"
"DL","N902DA"
"DL","N939AT"
"DL","N872DN"
"DL","N953DN"
"DL","N946DL"
"DL","N975DL"
"DL","N304DN"
"DL","N318NB"
"DL","N938DN"
"DL","N310DN"
"DL","N806DN"
"DL","N842DN"
"DL","N896AT"
"DL","N342NW"
"DL","N987DN"
"DL","N922AT"
"DL","N349NB"
"DL","N998AT"
"DL","N920DE"
"DL","N962DL"
"DL","N811DZ"
"DL","N924AT"
"DL","N903DA"
"DL","N808DN"
"DL","N6707A"
"DL","N324US"
"DL","N336NW"
"DL","N627DL"
"DL","N899AT"
"DL","N339NB"
"DL","N933DL"
"DL","N3736C"
"DL","N988DL"
"DL","N847DN"
"DL","N6702"
"DL","N304DQ"
"DL","N954DN"
"DL","N588NW"
"DL","N365NB"
"DL","N913DL"
"DL","N937DN"
"DL","N918DL"
"DL","N945DL"
"DL","N920DN"
"DL","N351NB"
"DL","N329NW"
"DL","N1610D"
"DL","N310NW"
"DL","N864DN"
"DL","N986AT"
"DL","N352NB"
"DL","N943DN"
"DL","N907DL"
"DL","N982DL"
"DL","N374DA"
"DL","N307DX"
"DL","N934DL"
"DL","N949DL"
"DL","N992DL"
"DL","N941DL"
"DL","N932AT"
"DL","N958DL"
"DL","N301DN"
"DL","N327NB"
"DL","N324NB"
"DL","N854DN"
"DL","N965AT"
"DL","N595NW"
"DL","N697DL"
"DL","N918DE"
"DL","N976DL"
"DL","N950DL"
"DL","N351NW"
"DL","N685DA"
"DL","N823DN"
"DL","N309DN"
"DL","N969DL"
"DL","N302DQ"
"DL","N951DL"
"DL","N923AT"
"DL","N873DN"
"DL","N586NW"
"DL","N915DL"
"DL","N536US"
"DL","N916DE"
"DL","N694DL"
"DL","N993DL"
"DL","N347NW"
"DL","N981DL"
"DL","N673DL"
"DL","N347NB"
"DL","N927DN"
"DL","N956DN"
"DL","N913DE"
"DL","N3739P"
"DL","N306DQ"
"DL","N874DN"
"DL","N1402A"
"DL","N556NW"
"DL","N986DL"
"DL","N144DA"
"DL","N952DN"
"DL","N947DN"
"DL","N984DL"
"DL","N389DA"
"DL","N553NW"
"DL","N301DQ"
"DL","N830DN"
"DL","N679DA"
"DL","N969AT"
"DL","N907DE"
"DL","N302NB"
"DL","N6701"
"DL","N926DL"
"DL","N901DE"
"DL","N671DN"
"DL","N591NW"
"DL","N363NW"
"DL","N979AT"
"DL","N156DL"
"DL","N973DL"
"DL","N906DE"
"DL","N358NB"
"DL","N357NB"
"DL","N337NB"
"DL","N829DN"
"DL","N861DN"
"DL","N865DN"
"DL","N859DN"
"DL","N3763D"
"DL","N839DN"
"DL","N333NB"
"DL","N915DE"
"DL","N965DL"
"DL","N940DN"
"DL","N944DN"
"DL","N952DL"
"DL","N938AT"
"DL","N860DN"
"DL","N3766"
"DL","N328NW"
"DL","N999DN"
"DL","N906DA"
"DL","N915AT"
"DL","N933DN"
"DL","N991AT"
"DL","N912DN"
"DL","N340NW"
"DL","N989DL"
"DL","N968AT"
"DL","N825DN"
"DL","N816DN"
"DL","N545US"
"DL","N828DN"
"DL","N961DL"
"DL","N302DN"
"DL","N312DN"
"DL","N306DN"
"DL","N3735D"
"DL","N924DL"
"DL","N587NW"
"DL","N995AT"
"DL","N338NW"
"DL","N928DL"
"DL","N393DA"
"DL","N680DA"
"DL","N686DA"
"DL","N540US"
"DL","N542US"
"DL","N539US"
"DL","N914DL"
"DL","N927DA"
"DL","N855DN"
"DL","N987AT"
"DL","N871DN"
"DL","N908DE"
"DL","N970DL"
"DL","N971AT"
"DL","N836DN"
"DL","N911DA"
"DL","N908DL"
"DL","N967DL"
"DL","N815DN"
"DL","N949DN"
"DL","N635DL"
"DL","N3771K"
"DL","N705DN"
"DL","N920DL"
"DL","N693DL"
"DL","N937AT"
"DL","N317US"
"DL","N929DL"
"DL","N603AT"
"DL","N940DL"
"DL","N813DN"
"DL","N929AT"
"DL","N332NW"
"DL","N193DN"
"DL","N188DN"
"DL","N930DN"
"DL","N548US"
"DL","N681DA"
"DL","N843DN"
"DL","N959AT"
"DL","N959DL"
"DL","N323US"
"DL","N826DN"
"DL","N303DN"
"DL","N930DL"
"DL","N391DA"
"DL","N803DN"
"DL","N348NW"
"DL","N3765"
"DL","N932DL"
"DL","N950DN"
"DL","N925DL"
"DL","N67171"
"DL","N906DL"
"DL","N3749D"
"DL","N990AT"
"DL","N905DL"
"DL","N805DN"
"DL","N868DN"
"DL","N931DN"
"DL","N675DL"
"DL","N996DL"
"DL","N923DL"
"DL","N939DN"
"DL","N921AT"
"DL","N581NW"
"DL","N804DN"
"DL","N355NB"
"DL","N848DN"
"DL","N822DN"
"DL","N943AT"
"DL","N932DN"
"DL","N544US"
"DL","N314US"
"DL","N944AT"
"DL","N919DL"
"DL","N583NW"
"DL","N371DA"
"DL","N916DL"
"DL","N37700"
"DL","N971DL"
"DL","N535US"
"DL","N381DN"
"DL","N857DZ"
"DL","N3737C"
"DL","N962DN"
"DL","N386DA"
"DL","N360NW"
"DL","N333NW"
"DL","N904DE"
"DL","N906AT"
"DL","N907DA"
"DL","N928AT"
"DL","N987DL"
"DL","N307DQ"
"DL","N315DN"
"DL","N823DX"
"DL","N919DN"
"DL","N835DN"
"DL","N549US"
"DL","N325NB"
"DL","N309US"
"DL","N957DN"
"DL","N376NW"
"DL","N341NW"
"DL","N314DN"
"DL","N963DN"
"DL","N3769L"
"DL","N852DN"
"DL","N369NW"
"DL","N922DX"
"DL","N905DA"
"DL","N711ZX"
"DL","N6705Y"
"DL","N325US"
"DL","N594NW"
"DL","N911DE"
"DL","N917DN"
"DL","N921DN"
"DL","N547US"
"DL","N334NW"
"DL","N699DL"
"DL","N927AT"
"DL","N589NW"
"DL","N695DL"
"DL","N550NW"
"DL","N939DL"
"DL","N698DL"
"DL","N921DL"
"DL","N374NW"
"DL","N958DN"
"DL","N584NW"
"DL","N893AT"
"DL","N3757D"
"DL","N908DA"
"DL","N849DN"
"DL","N910DL"
"DL","N537US"
"DL","N802DN"
"DL","N875DN"
"DL","N371NB"
"DL","N3772H"
"DL","N956AT"
"DL","N846DN"
"DL","N812DN"
"DL","N683DA"
"DL","N853DN"
"DL","N6706Q"
"DL","N140LL"
"DL","N960DN"
"DL","N326US"
"DL","N988DN"
"DL","N922DL"
"DL","N316DN"
"DL","N957AT"
"DL","N953AT"
"DL","N964DL"
"DL","N596NW"
"DL","N831DN"
"DL","N552NW"
"DL","N541US"
"DL","N710TW"
"DL","N983AT"
"DL","N326NB"
"DL","N981AT"
"DL","N951AT"
"DL","N942DN"
"DL","N840DN"
"DL","N934AT"
"DL","N6714Q"
"DL","N903DE"
"DL","N319US"
"DL","N936AT"
"DL","N368NB"
"DL","N978AT"
"DL","N827DN"
"DL","N6709"
"DL","N3755D"
"DL","N994AT"
"DL","N963AT"
"DL","N963DL"
"DL","N915DN"
"DL","N353NW"
"DL","N919DE"
"DL","N821DN"
"DL","N327NW"
"DL","N372DA"
"DL","N863DN"
"DL","N1603"
"DL","N894AT"
"DL","N311US"
"DL","N957DL"
"DL","N318DX"
"DL","N3759"
"DL","N947AT"
"DL","N384DA"
"DL","N935AT"
"DL","N964DN"
"DL","N3773D"
"DL","N543US"
"DL","N925AT"
"DL","N592NW"
"DL","N717TW"
"DL","N946AT"
"DL","N355NW"
"DL","N997AT"
"DL","N6715C"
"DL","N841DN"
"DL","N867DN"
"DL","N590NW"
"DL","N808NW"
"DL","N807DN"
"DL","N934DN"
"DL","N891AT"
"DL","N356NW"
"DL","N820DN"
"DL","N678DL"
"DL","N702DN"
"DL","N551NW"
"DL","N945DN"
"DL","N3767"
"DL","N692DL"
"DL","N380DA"
"DL","N818DA"
"DL","N708DN"
"DL","N870DN"
"DL","N190DN"
"DL","N173DZ"
"DL","N3730B"
"DL","N177DZ"
"DL","N399DA"
"DL","N844MH"
"DL","N189DN"
"DL","N807NW"
"DL","N706TW"
"DL","N376DA"
"DL","N198DN"
"DL","N712TW"
"DL","N721TW"
"DL","N688DL"
"DL","N332NB"
"DL","N935DL"
"DL","N6712B"
"DL","N942AT"
"DL","N585NW"
"DL","N330NW"
"DL","N935DN"
"DL","N923DN"
"DL","N633DL"
"DL","N369NB"
"DL","N395DN"
"DL","N3742C"
"DL","N308DE"
"DL","N349NW"
"DL","N345NB"
"DL","N331NB"
"DL","N940AT"
"DL","N320US"
"DL","N926AT"
"DL","N669DN"
"DL","N3738B"
"DL","N845DN"
"DL","N363NB"
"DL","N823NW"
"DL","N341NB"
"DL","N557NW"
"DL","N3748Y"
"DL","N367NW"
"DL","N319DN"
"DL","N994DL"
"DL","N660DL"
"DL","N378NW"
"DL","N316NB"
"DL","N901DA"
"DL","N1608"
"DL","N329NB"
"DL","N674DL"
"DL","N6708D"
"DL","N954DL"
"DL","N912DE"
"DL","N3751B"
"DL","N375DA"
"DL","N3768"
"DL","N966DL"
"DL","N322NB"
"DL","N985DL"
"DL","N995DL"
"DL","N838DN"
"DL","N998DL"
"DL","N960DL"
"DL","N862DN"
"DL","N181DN"
"DL","N152DL"
"DL","N916DN"
"DL","N3764D"
"DL","N3741S"
"DL","N955DN"
"DL","N978DL"
"DL","N322US"
"DL","N364NW"
"DL","N6700"
"DL","N305DQ"
"DL","N3754A"
"DL","N806NW"
"DL","N309DE"
"DL","N985AT"
"DL","N372NW"
"DL","N313US"
"DL","N3752"
"DL","N819DN"
"DL","N3758Y"
"DL","N375NC"
"DL","N398DA"
"DL","N689DL"
"DL","N1609"
"DL","N980DL"
"DL","N951DN"
"DL","N340NB"
"DL","N6703D"
"DL","N900PC"
"DL","N378DA"
"DL","N143DA"
"DL","N876DN"
"DL","N358NW"
"DL","N704DK"
"DL","N1201P"
"DL","N174DZ"
"DL","N827MH"
"DL","N813NW"
"DL","N196DN"
"DL","N397DA"
"DL","N343NB"
"DL","N370NW"
"DL","N385DN"
"DL","N825NW"
"DL","N350NA"
"DL","N707DN"
"DL","N1607B"
"DL","N336NB"
"DL","N3762Y"
"DL","N344NB"
"DL","N839MH"
"DL","N179DN"
"DL","N185DN"
"DL","N831MH"
"DL","N192DN"
"DL","N827NW"
"DL","N199DN"
"DL","N812NW"
"DL","N352NW"
"DL","N1613B"
"DL","N703DN"
"DL","N195DN"
"DL","N924DN"
"DL","N926DH"
"DL","N946DN"
"DL","N930AT"
"DL","N187DN"
"DL","N983DL"
"DL","N335NW"
"DL","N354NW"
"DL","N709DN"
"DL","N830MH"
"DL","N178DN"
"DL","N804NW"
"DL","N191DN"
"DL","N803NW"
"DL","N377DA"
"DL","N706DN"
"DL","N171DZ"
"DL","N16065"
"DL","N826NW"
"DL","N845MH"
"DL","N838MH"
"DL","N3750D"
"DL","N182DN"
"DL","N171DN"
"DL","N828MH"
"DL","N841MH"
"DL","N194DN"
"DL","N814NW"
"DL","N186DN"
"DL","N1200K"
"DL","N816NW"
"DL","N1605"
"DL","N837MH"
"DL","N809NW"
"DL","N1612T"
"DL","N1602"
"DL","N676DL"
"DL","N817NW"
"DL","N824NW"
"DL","N861DA"
"DL","N925DN"
"DL","N701DN"
"DL","N176DN"
"DL","N172DN"
"DL","N842MH"
"DL","N820NW"
"DL","N710DN"
"DL","N172DZ"
"DL","N155DL"
"DL","N828NW"
"DL","N169DZ"
"DL","N1604R"
"DL","N805NW"
"DL","N860NW"
"DL","N184DN"
"DL","N810NW"
"DL","N835MH"
"DL","N860DA"
"DL","N822NW"
"DL","N825MH"
"DL","N964AT"
"DL","N305DN"
"DL","N687DL"
"DL","N836MH"
"DL","N818NW"
"DL","N829MH"
"DL","N815NW"
"DL","N856NW"
"DL","N1611B"
"DL","N178DZ"
"DL","N832MH"
"DL","N175DN"
"DL","N867DA"
"DL","N865DA"
"DL","N176DZ"
"EV","N907EV"
"EV","N909EV"
"EV","N617QX"
"EV","N877AS"
"EV","N879AS"
"EV","N902EV"
"EV","N884AS"
"EV","N680AE"
"EV","N684JW"
"EV","N613QX"
"EV","N611QX"
"EV","N603QX"
"EV","N615QX"
"EV","N616QX"
"EV","N604QX"
"EV","N608QX"
"EV","N614QX"
"EV","N612QX"
"EV","N904EV"
"EV","N906EV"
"EV","N672AE"
"EV","N676AE"
"EV","N667GB"
"EV","N876AS"
"EV","N675AE"
"EV","N678AE"
"EV","N15912"
"EV","N11547"
"EV","N14916"
"EV","N13161"
"EV","N11548"
"EV","N14902"
"EV","N16919"
"EV","N13992"
"EV","N10575"
"EV","N12567"
"EV","N17185"
"EV","N14542"
"EV","N26549"
"EV","N17115"
"EV","N15555"
"EV","N14904"
"EV","N12921"
"EV","N13550"
"EV","N12135"
"EV","N13553"
"EV","N11544"
"EV","N13538"
"EV","N16987"
"EV","N21537"
"EV","N12900"
"EV","N14573"
"EV","N16571"
"EV","N16981"
"EV","N15910"
"EV","N16911"
"EV","N16546"
"EV","N14920"
"EV","N25134"
"EV","N21197"
"EV","N14162"
"EV","N15986"
"EV","N15983"
"EV","N13975"
"EV","N12569"
"EV","N16561"
"EV","N16918"
"EV","N12157"
"EV","N13978"
"EV","N12922"
"EV","N12166"
"EV","N12563"
"EV","N13566"
"EV","N12564"
"EV","N18557"
"EV","N13989"
"EV","N19554"
"EV","N14977"
"EV","N14991"
"EV","N36915"
"EV","N13908"
"EV","N16149"
"EV","N13118"
"EV","N11192"
"EV","N27190"
"EV","N14180"
"EV","N14173"
"EV","N17159"
"EV","N14168"
"EV","N17196"
"EV","N16170"
"EV","N11189"
"EV","N12163"
"EV","N12160"
"EV","N16178"
"EV","N12540"
"EV","N11536"
"EV","N11535"
"EV","N13913"
"EV","N26545"
"EV","N14188"
"EV","N14543"
"EV","N18556"
"EV","N17560"
"EV","N12201"
"EV","N22909"
"EV","N16559"
"EV","N16541"
"EV","N14570"
"EV","N14568"
"EV","N15572"
"EV","N29906"
"EV","N29917"
"EV","N11551"
"EV","N14907"
"EV","N14562"
"EV","N12552"
"EV","N13988"
"EV","N12172"
"EV","N14174"
"EV","N24103"
"EV","N12167"
"EV","N14158"
"EV","N15574"
"EV","N48901"
"EV","N14105"
"EV","N14558"
"EV","N34110"
"EV","N13914"
"EV","N11539"
"EV","N23139"
"EV","N14993"
"EV","N13903"
"EV","N16976"
"EV","N11526"
"EV","N11107"
"EV","N12530"
"EV","N28529"
"EV","N12195"
"EV","N14148"
"EV","N11109"
"EV","N15980"
"EV","N27200"
"EV","N11184"
"EV","N11165"
"EV","N12175"
"EV","N11164"
"EV","N14203"
"EV","N27152"
"EV","N13979"
"EV","N11565"
"EV","N15527"
"EV","N17984"
"EV","N12528"
"EV","N761ND"
"EV","N232PQ"
"EV","N166PQ"
"EV","N200PQ"
"EV","N695CA"
"EV","N754EV"
"EV","N195PQ"
"EV","N228PQ"
"EV","N147PQ"
"EV","N582CA"
"EV","N146PQ"
"EV","N755EV"
"EV","N135EV"
"EV","N691CA"
"EV","N176PQ"
"EV","N753EV"
"EV","N197PQ"
"EV","N709EV"
"EV","N707EV"
"EV","N724EV"
"EV","N883AS"
"EV","N926EV"
"EV","N919EV"
"EV","N854AS"
"EV","N870AS"
"EV","N855AS"
"EV","N925EV"
"EV","N936EV"
"EV","N871AS"
"EV","N931EV"
"EV","N922EV"
"EV","N858AS"
"EV","N867AS"
"EV","N920EV"
"EV","N133EV"
"EV","N712EV"
"EV","N138EV"
"EV","N759EV"
"EV","N716EV"
"EV","N730EV"
"EV","N719EV"
"EV","N873AS"
"EV","N132EV"
"EV","N678CA"
"EV","N137EV"
"EV","N134EV"
"EV","N136EV"
"EV","N607LR"
"EV","N538CA"
"EV","N131EV"
"EV","N676CA"
"EV","N153PQ"
"EV","N720EV"
"EV","N606LR"
"EV","N933EV"
"EV","N914EV"
"EV","N859AS"
"EV","N979EV"
"EV","N937EV"
"EV","N861AS"
"EV","N856AS"
"EV","N860AS"
"EV","N921EV"
"EV","N717EV"
"EV","N744EV"
"EV","N718EV"
"EV","N760EV"
"EV","N600QX"
"EV","N752EV"
"EV","N723EV"
"EV","N748EV"
"EV","N751EV"
"EV","N708EV"
"EV","N391CA"
"EV","N181PQ"
"EV","N186PQ"
"EV","N741EV"
"EV","N758EV"
"EV","N738EV"
"EV","N398CA"
"EV","N371CA"
"EV","N722EV"
"EV","N713EV"
"EV","N710EV"
"EV","N917EV"
"EV","N750EV"
"EV","N857AS"
"EV","N881AS"
"EV","N878AS"
"F9","N201FR"
"F9","N205FR"
"F9","N206FR"
"F9","N207FR"
"F9","N210FR"
"F9","N211FR"
"F9","N214FR"
"F9","N216FR"
"F9","N218FR"
"F9","N219FR"
"F9","N220FR"
"F9","N221FR"
"F9","N223FR"
"F9","N227FR"
"F9","N228FR"
"F9","N230FR"
"F9","N232FR"
"F9","N233FR"
"F9","N235FR"
"F9","N236FR"
"F9","N238FR"
"F9","N301FR"
"F9","N303FR"
"F9","N304FR"
"F9","N305FR"
"F9","N307FR"
"F9","N701FR"
"F9","N702FR"
"F9","N704FR"
"F9","N705FR"
"F9","N706FR"
"F9","N708FR"
"F9","N709FR"
"F9","N710FR"
"F9","N711FR"
"F9","N712FR"
"F9","N713FR"
"F9","N714FR"
"F9","N715FR"
"F9","N716FR"
"F9","N717FR"
"F9","N718FR"
"F9","N910FR"
"F9","N919FR"
"F9","N920FR"
"F9","N922FR"
"F9","N923FR"
"F9","N926FR"
"F9","N938FR"
"F9","N939FR"
"F9","N941FR"
"F9","N943FR"
"F9","N947FR"
"F9","N948FR"
"F9","N949FR"
"F9","N951FR"
"F9","N952FR"
"F9","N953FR"
"F9","N203FR"
"F9","N213FR"
"F9","N229FR"
"F9","N927FR"
"F9",""
"F9","N902FR"
"F9","N308FR"
"F9","N202FR"
"F9","N309FR"
"HA","N388HA"
"HA","N381HA"
"HA","N399HA"
"HA","N389HA"
"HA","N378HA"
"HA","N370HA"
"HA","N374HA"
"HA","N382HA"
"HA","N391HA"
"HA","N390HA"
"HA","N380HA"
"HA","N373HA"
"HA","N396HA"
"HA","N384HA"
"HA","N379HA"
"HA","N386HA"
"HA","N395HA"
"HA","N360HA"
"HA","N392HA"
"HA","N385HA"
"HA","N383HA"
"HA","N375HA"
"HA","N588HA"
"HA","N393HA"
"HA","N580HA"
"HA","N590HA"
"HA","N581HA"
"HA","N583HA"
"HA","N592HA"
"HA","N594HA"
"HA","N582HA"
"HA","N480HA"
"HA","N475HA"
"HA","N486HA"
"HA","N494HA"
"HA","N490HA"
"HA","N491HA"
"HA","N477HA"
"HA","N478HA"
"HA","N493HA"
"HA","N481HA"
"HA","N489HA"
"HA","N487HA"
"HA","N484HA"
"HA","N488HA"
"HA","N476HA"
"HA","N485HA"
"HA","N483HA"
"HA","N495HA"
"HA","N492HA"
"HA",""
"NK","N663NK"
"NK","N612NK"
"NK","N667NK"
"NK","N646NK"
"NK","N634NK"
"NK","N611NK"
"NK","N633NK"
"NK","N614NK"
"NK","N619NK"
"NK","N621NK"
"NK","N626NK"
"NK","N632NK"
"NK","N628NK"
"NK","N640NK"
"NK","N603NK"
"NK","N616NK"
"NK","N618NK"
"NK","N606NK"
"NK","N605NK"
"NK","N622NK"
"NK","N638NK"
"NK","N629NK"
"NK","N902NK"
"NK","N608NK"
"NK","N631NK"
"NK","N505NK"
"NK","N530NK"
"NK","N509NK"
"NK","N502NK"
"NK","N523NK"
"NK","N514NK"
"NK","N510NK"
"NK","N528NK"
"NK","N507NK"
"NK","N515NK"
"NK","N522NK"
"NK","N519NK"
"NK","N524NK"
"NK","N516NK"
"NK","N521NK"
"NK","N533NK"
"NK","N531NK"
"NK","N503NK"
"NK","N504NK"
"NK","N532NK"
"NK","N517NK"
"NK","N512NK"
"NK","N526NK"
"NK","N525NK"
"NK","N529NK"
"NK","N506NK"
"NK","N534NK"
"NK","N645NK"
"NK","N641NK"
"NK","N615NK"
"NK","N625NK"
"NK","N527NK"
"NK","N508NK"
"NK","N624NK"
"NK","N642NK"
"NK","N604NK"
"NK","N637NK"
"NK","N607NK"
"NK","N639NK"
"NK","N903NK"
"NK","N644NK"
"NK","N627NK"
"NK","N904NK"
"NK","N609NK"
"NK","N617NK"
"NK","N613NK"
"NK","N630NK"
"NK","N601NK"
"NK","N643NK"
"NK","N664NK"
"NK","N620NK"
"NK","N669NK"
"NK","N659NK"
"NK","N665NK"
"NK","N674NK"
"NK","N670NK"
"NK","N636NK"
"NK","N635NK"
"NK","N623NK"
"NK","N660NK"
"NK","N672NK"
"NK","N588NK"
"NK","N658NK"
"NK","N668NK"
"NK","N661NK"
"NK","N673NK"
"NK","N671NK"
"NK","N657NK"
"NK","N662NK"
"NK","N602NK"
"NK","N647NK"
"NK","N648NK"
"NK","N587NK"
"NK","N101NK"
"OO","N435SW"
"OO","N930EV"
"OO","N874AS"
"OO","N719SK"
"OO","N701SK"
"OO","N724SK"
"OO","N755SK"
"OO","N417SW"
"OO","N866AS"
"OO","N862AS"
"OO","N903EV"
"OO","N708SK"
"OO","N864AS"
"OO","N758SK"
"OO","N706SK"
"OO","N753SK"
"OO","N776SK"
"OO","N869AS"
"OO","N466SW"
"OO","N702SK"
"OO","N477CA"
"OO","N951SW"
"OO","N727SK"
"OO","N699BR"
"OO","N705SK"
"OO","N464SW"
"OO","N863AS"
"OO","N905EV"
"OO","N947SW"
"OO","N709BR"
"OO","N955SW"
"OO","N880AS"
"OO","N756SK"
"OO","N465SW"
"OO","N715SK"
"OO","N710SK"
"OO","N778SK"
"OO","N730SK"
"OO","N716SK"
"OO","N728SK"
"OO","N718SK"
"OO","N703SK"
"OO","N712SK"
"OO","N740SK"
"OO","N738SK"
"OO","N707SK"
"OO","N713SK"
"OO","N709SK"
"OO","N652BR"
"OO","N182SY"
"OO","N217AG"
"OO","N173SY"
"OO","N188SY"
"OO","N186SY"
"OO","N184SY"
"OO","N178SY"
"OO","N191SY"
"OO","N174SY"
"OO","N181SY"
"OO","N170SY"
"OO","N177SY"
"OO","N187SY"
"OO","N185SY"
"OO","N171SY"
"OO","N176SY"
"OO","N183SY"
"OO","N189SY"
"OO","N179SY"
"OO","N445SW"
"OO","N452SW"
"OO","N608SK"
"OO","N773SK"
"OO","N255SY"
"OO","N679CA"
"OO","N8828D"
"OO","N454SW"
"OO","N936SW"
"OO","N601XJ"
"OO","N816SK"
"OO","N437SW"
"OO","N549CA"
"OO","N438SW"
"OO","N170PQ"
"OO","N820SK"
"OO","N693CA"
"OO","N8942A"
"OO","N613SK"
"OO","N913EV"
"OO","N899SK"
"OO","N240SY"
"OO","N609SK"
"OO","N685BR"
"OO","N821SK"
"OO","N427SW"
"OO","N252SY"
"OO","N242SY"
"OO","N944SW"
"OO","N817SK"
"OO","N506CA"
"OO","N548CA"
"OO","N459SW"
"OO","N246SY"
"OO","N439SW"
"OO","N455SW"
"OO","N809CA"
"OO","N659BR"
"OO","N241SY"
"OO","N442SW"
"OO","N8884E"
"OO","N910EV"
"OO","N461SW"
